Provider_ID,ZIP_Code,Hospital_overall_rating
191319,70525,Not Available
140019,62565,4
150084,46260,4
150015,46360,3
190125,71201,4
220008,2703,2
141344,62439,3
171317,67547,Not Available
111327,31510,4
120001,96813,5
150158,46123,5
120002,96793,3
150011,46952,3
170145,67337,3
210018,20832,3
141350,62056,3
190014,70380,2
180002,41858,3
181320,42078,4
190146,70006,4
140143,61362,4
151307,47993,3
141305,62321,3
110215,30214,2
181316,41749,Not Available
161376,50022,4
210049,21014,3
151311,46072,5
140213,60451,5
150048,47374,4
140053,62769,3
180101,40324,4
181304,42211,2
171379,66846,Not Available
191315,71465,2
220029,1950,4
151302,47348,4
140114,60625,3
170012,67401,3
180018,40351,3
190015,70403,3
141339,62568,4
171355,67672,Not Available
113300,30322,Not Available
111326,31635,Not Available
220046,1201,3
210065,20876,3
210012,21215,3
180040,40202,1
160013,52761,4
161302,50525,3
140185,62226,3
220030,1069,5
160104,52722,3
151315,46703,3
171337,66547,Not Available
171340,67449,Not Available
210032,21921,3
190114,71040,4
160057,52655,3
140179,60805,2
190090,71483,3
131315,83530,4
181310,41008,3
210062,20735,2
110190,31063,Not Available
140206,60622,1
180036,41101,2
190111,71103,5
161327,52537,Not Available
160080,52732,4
150056,46202,3
200039,4330,4
161314,50115,3
141336,62249,4
180087,42718,2
181314,42749,4
191302,70517,Not Available
161344,52353,3
150104,46052,4
161321,51246,Not Available
200008,4101,5
110230,30097,5
160153,51101,1
170122,67214,4
140275,61282,2
170074,66441,3
171331,67070,Not Available
140208,60453,3
210033,21157,3
151332,47240,3
210022,20814,4
171307,67730,Not Available
120005,96720,4
140217,60123,3
220017,2124,2
190274,70065,2
140148,62781,2
121300,96796,3
140252,60005,4
110192,30078,2
191308,70346,Not Available
141342,62906,4
150074,46219,4
150126,46307,4
150035,46383,4
171362,67701,4
181327,42025,4
181301,40336,4
220011,2138,3
180069,41503,2
220073,2780,2
170137,66044,3
140130,60045,4
170185,66213,5
171334,67104,Not Available
161378,52040,Not Available
181315,40484,Not Available
131319,83350,Not Available
170017,67042,3
170175,67801,4
181312,40359,Not Available
190041,71105,4
181330,42642,3
150021,46845,3
180048,40422,3
160008,52632,2
201310,4009,4
180067,40536,3
171353,67661,Not Available
140166,62521,3
140040,61401,3
150149,47630,4
200021,4011,3
220066,1104,2
200020,3909,4
111304,30650,Not Available
110234,31639,Not Available
150086,47025,3
180143,40509,3
171363,66508,3
151305,46996,4
140167,60970,2
161348,50213,Not Available
180115,40456,4
171333,67544,4
161370,50583,3
150167,46845,Not Available
170068,67901,4
161329,52060,Not Available
140223,60068,4
140291,60010,4
160122,52627,4
171352,67749,Not Available
160005,51401,4
140068,60628,1
210045,21817,3
171372,67871,Not Available
170040,66103,4
161336,51247,Not Available
210035,20646,3
150010,46904,4
190160,71291,2
140084,60085,2
140127,61761,4
111320,30110,4
191326,71222,Not Available
140150,60612,1
151325,47601,3
190004,70301,3
111329,30642,4
150075,46714,4
171302,67356,Not Available
151309,47834,3
110164,31217,3
191325,70345,2
140077,62207,2
171347,67740,Not Available
140239,61103,2
141325,61443,Not Available
140093,61832,4
161309,51555,4
161347,50616,4
200024,4240,2
180093,42431,2
190027,70601,3
141348,62278,3
171311,67663,Not Available
170049,66061,3
161375,50588,4
120007,96817,3
151326,47842,3
180051,42240,2
150061,47501,4
150082,47747,2
150102,46534,4
110165,30274,1
141329,61270,Not Available
160083,50314,2
180027,42071,3
141316,60942,Not Available
140182,60657,3
151306,47454,3
190102,70508,4
190034,70510,3
210005,21701,5
180004,42345,3
190218,71449,2
111318,31029,Not Available
180106,42602,2
201307,4462,4
171343,67855,Not Available
140110,61350,2
201309,4426,3
140172,60461,1
160045,52402,4
180141,40202,1
141315,62363,3
200009,4102,5
151313,46975,4
161379,52577,3
201300,4614,4
170120,67357,5
161350,51449,4
191309,70422,Not Available
140054,60402,2
201314,4976,5
140187,62220,3
220071,2114,4
150157,46032,4
121308,96790,Not Available
170123,67214,3
150051,47403,5
161311,51023,Not Available
171325,67642,2
190006,70506,3
141343,62454,5
140011,62948,3
150046,47802,2
180024,40033,3
140083,60644,3
200052,4743,5
130028,83201,4
140029,60504,5
210061,21811,3
131304,83211,Not Available
160001,50158,3
140119,60612,5
201304,4609,4
161371,52101,4
181321,42633,3
161335,50644,4
200037,4938,3
180016,40065,3
190205,70508,3
161332,51455,Not Available
200031,4736,3
140292,60139,3
140233,61108,2
131320,83544,3
161359,51040,3
181309,42539,2
150005,46122,5
141317,60936,3
131318,83617,Not Available
210001,21742,4
190044,70526,2
210008,21202,4
160030,50010,5
190208,71254,3
190307,70631,Not Available
140202,60048,5
141326,62859,2
150022,47933,4
140117,60631,4
141301,61856,Not Available
171369,67854,Not Available
150044,47150,3
161374,51537,4
171300,67572,Not Available
180056,42420,3
120006,96734,5
140067,61637,2
161319,52043,Not Available
180053,41041,3
201303,4457,3
180045,41042,2
161363,51566,4
110168,30165,4
160064,50401,4
161320,50674,Not Available
171335,67951,Not Available
220019,1550,3
190045,70433,4
171320,66439,Not Available
190054,70562,2
180116,42066,3
140280,61201,3
160082,50309,4
160033,52803,3
190099,71351,3
180079,41031,3
180105,42167,4
190002,70503,3
141322,62656,4
190036,70121,3
150109,47905,5
210055,20707,1
220075,2114,Not Available
161317,52301,Not Available
151330,46733,4
140290,60194,5
201306,4276,3
150034,46342,3
190313,70127,Not Available
161331,50659,4
190088,71075,4
181317,42717,4
111311,30442,Not Available
220058,1510,3
161366,51601,2
210057,20850,4
191312,71019,Not Available
140276,60153,3
131312,83638,Not Available
130049,83814,4
140059,62052,4
190176,70112,1
161352,51632,4
190242,70737,4
160028,51503,2
161310,50849,Not Available
161328,52136,Not Available
140304,60440,3
180020,40965,2
161326,50273,Not Available
151324,47978,3
140010,60201,5
140200,60126,4
150153,46290,5
151328,47421,4
220024,1040,3
161333,50201,Not Available
150100,47750,3
161301,50421,5
141313,62644,4
140089,61455,3
161343,52057,4
150026,46526,3
160069,52001,4
171308,66725,Not Available
150173,47905,3
180009,41101,2
150162,46237,3
111331,31730,Not Available
141311,62837,3
171361,66935,2
180128,41230,4
150030,47362,5
210002,21201,1
161304,50841,4
150001,46131,4
140125,62040,2
150047,46802,2
171368,67865,Not Available
111303,31064,Not Available
171365,66945,Not Available
140242,60190,4
111312,30467,Not Available
161313,52742,4
131326,83318,4
180046,40361,3
111308,31634,Not Available
131325,83221,4
151314,47167,3
171376,66743,3
191310,70538,Not Available
150113,46011,3
161342,52531,3
151334,47170,4
180103,40503,5
110189,30513,3
141327,62863,4
110236,30742,Not Available
171326,67748,Not Available
190151,71269,2
213301,21205,Not Available
191303,70390,Not Available
140088,60637,3
201311,4654,4
191324,70394,5
181329,40403,4
210019,21801,5
190236,71111,4
220077,1199,4
140147,62450,3
210029,21224,3
171329,67022,Not Available
170176,66215,3
140101,60450,3
161323,50461,3
190167,70586,5
140174,60506,4
151327,47882,3
220016,1301,3
140113,61801,3
151318,46970,2
180012,42701,3
170016,66606,2
140300,60615,Not Available
140281,60611,4
140091,61801,3
151335,47421,3
180070,42754,4
150064,47331,3
131327,83843,4
171371,67432,3
140307,62269,Not Available
131316,83254,Not Available
140133,60629,2
191307,70633,Not Available
190128,70817,2
171316,66032,Not Available
180005,41653,1
161322,50220,Not Available
210009,21287,2
190308,70043,2
130006,83712,5
193300,70118,Not Available
191323,71232,4
161325,50129,Not Available
131311,83647,2
161381,51201,3
130002,83301,4
210048,21044,3
190164,71446,2
140160,61032,3
170200,67235,4
170191,67530,4
200050,4605,5
150059,46060,4
140063,60304,4
210039,20678,4
171359,67879,Not Available
190086,71270,1
210060,20744,2
171321,67864,Not Available
180124,42104,2
151308,46036,Not Available
151333,46135,4
170075,67107,4
140032,62401,4
161358,50060,4
161373,50854,Not Available
140058,62650,3
170110,67880,3
150057,46158,5
131309,83276,Not Available
170182,66209,3
150125,46321,4
190007,71457,4
141340,60548,4
210023,21401,4
140043,61081,4
190013,70663,4
140231,60540,4
171345,67550,Not Available
161307,50423,3
141347,62626,4
190312,70427,3
150017,46804,2
190005,70112,2
141318,61462,3
111336,30525,Not Available
201313,4967,3
161346,51250,4
220049,1752,2
190118,71052,3
150161,46032,5
131322,83263,Not Available
151320,47371,4
171346,67003,Not Available
110194,39845,3
161300,51245,Not Available
140120,61554,2
190106,71463,3
161305,50574,Not Available
160024,50316,4
180013,42101,1
171383,67156,3
110226,30058,2
170094,66839,5
180049,40475,3
160124,51360,4
161355,50138,2
121304,96731,Not Available
171354,66521,4
161380,50126,Not Available
220060,2360,4
181318,42135,3
171339,67045,Not Available
190183,70363,4
171358,67456,Not Available
171374,66736,4
170006,66762,2
150088,46016,3
190184,71418,4
191301,71241,3
160117,52001,4
141319,61254,4
190011,71202,3
131328,83864,4
130007,83706,3
111313,31024,3
141351,62839,2
161338,50662,Not Available
180139,41339,2
111323,30453,Not Available
150023,47804,2
180078,41240,4
171323,67578,Not Available
180095,42064,3
180132,42503,2
180044,41501,1
170023,67846,2
220031,2118,3
210043,21061,1
171378,67068,3
151304,46173,4
150018,46514,3
171328,67467,Not Available
120019,96750,3
161308,50441,Not Available
150024,46202,4
150002,46402,3
181325,42743,1
160110,50703,3
123300,96826,Not Available
180066,42276,4
190204,70461,3
180011,40741,3
140162,61701,5
161365,50801,4
110177,30909,3
160016,50501,4
170009,66048,5
141337,61356,3
140234,61354,4
111319,30233,Not Available
180017,42141,2
141323,62960,4
161334,50548,Not Available
191317,71251,Not Available
111325,30673,3
140197,60640,2
161368,51031,4
181306,42437,4
141338,62233,3
171380,66720,3
150150,46825,4
171348,67654,Not Available
150037,46140,3
161361,50595,3
201308,4730,2
110191,30281,1
170104,66204,4
220001,1453,4
140033,60085,Not Available
140155,60901,3
150008,46312,4
141303,61727,Not Available
190008,70360,4
181307,41472,Not Available
140030,60123,5
210040,21133,3
131310,83338,Not Available
160029,52245,5
220033,1915,4
181311,41097,3
171314,66097,Not Available
191300,70441,Not Available
140065,60525,5
141309,61530,4
191304,71082,4
181322,42445,2
181328,40906,1
190050,70634,4
210034,21225,3
190140,71295,3
160146,51104,1
181302,40330,Not Available
140103,60621,1
190065,70806,2
151323,46761,4
151300,46506,5
170133,66048,3
190053,70546,3
121301,96777,Not Available
171315,66538,4
150133,46580,3
111310,31008,3
171381,67410,Not Available
111333,31539,3
331311,13365,4
161357,50536,Not Available
140013,61614,2
170197,67002,5
140095,60623,2
170086,66604,3
150115,47546,5
111306,31329,4
121303,96748,Not Available
271320,59923,3
220176,1608,3
250100,39701,2
230092,49201,4
230097,49684,4
320009,87102,4
330231,11432,1
271336,59937,4
241347,56220,Not Available
250001,39216,1
260091,63117,3
251327,39083,2
301311,3264,3
320038,87301,2
330264,12550,2
240022,56187,4
330267,10567,2
281311,68939,Not Available
321305,88260,4
310016,7306,2
330158,10901,1
270017,59701,3
261303,64446,Not Available
241375,56058,Not Available
241351,56283,4
250025,38821,3
240166,56031,3
261306,63556,Not Available
230108,49930,3
320018,88011,1
290053,89113,1
330285,14642,1
260025,63401,2
241301,56623,Not Available
241352,56087,Not Available
251318,38771,Not Available
330238,14437,3
281332,68632,4
330279,14220,1
271331,59872,Not Available
271302,59324,Not Available
261313,63552,Not Available
250082,38704,1
240040,55746,3
241340,55705,Not Available
250126,38668,3
241316,56628,Not Available
310084,8701,4
240080,55454,3
301310,3570,3
241360,56636,3
330003,12204,3
330193,11355,1
261328,64402,3
231332,49079,4
270032,59501,3
230239,49783,4
281341,69337,4
231308,49862,Not Available
250031,39183,1
231304,49868,3
271340,59840,4
330013,12208,2
260176,63122,2
260022,63501,3
330277,14830,4
270023,59804,3
230003,49464,5
241377,56520,3
240059,55033,4
230176,48183,4
220083,2494,4
230222,48670,3
330286,11795,1
230270,48180,3
251300,39074,Not Available
230146,48192,2
270089,59716,Not Available
271327,59327,Not Available
330153,12308,2
310058,7652,2
330046,10019,3
330350,11203,1
300019,3431,4
340008,28352,4
310111,7728,3
330004,12401,1
261322,64024,Not Available
231329,48723,3
250069,39301,1
241372,56256,Not Available
330268,12043,3
300020,3060,4
260006,64506,5
241369,56013,3
230078,49098,4
261316,65605,4
330128,11373,1
260177,64069,3
280023,68803,4
220177,2554,4
241323,56062,Not Available
280132,68123,2
330232,12180,2
281318,69336,Not Available
310002,7112,2
251319,39095,2
280065,69101,3
240036,56303,5
330096,14895,2
240010,55902,5
261338,64836,4
240038,55102,4
280125,68701,3
240093,56001,4
300005,3246,2
330009,10456,1
330008,14569,2
250138,39232,3
230227,48043,2
241335,55981,4
330396,11206,1
231319,49913,3
330019,11229,2
260175,64735,4
260110,63701,2
240076,55313,4
290021,89106,1
330395,11691,1
281307,68066,Not Available
301312,3894,4
301306,3235,4
290001,89502,1
331319,14103,Not Available
230054,49855,3
330047,12010,2
240064,55744,4
290032,89434,1
271330,59019,Not Available
241348,56178,Not Available
230303,49660,4
310113,8050,4
230100,48764,4
260096,64116,3
300012,3103,4
250012,38635,3
230193,48446,2
330223,13662,2
331318,13619,3
231328,49010,4
330157,13601,2
271338,59034,3
241354,56482,4
230302,48322,2
281305,69145,Not Available
230077,48601,1
271335,59711,3
330080,10451,1
270086,59405,3
271303,59858,Not Available
260078,65775,2
331309,13607,Not Available
310108,8818,2
270057,59715,4
310012,7450,4
230069,48843,4
261329,65708,4
251316,39355,Not Available
271347,59301,2
270014,59806,5
241336,56728,Not Available
320063,88220,3
330307,14850,2
231327,48813,3
330229,14048,2
280020,68510,3
241381,56701,3
330164,14620,3
230041,48708,3
241320,56716,3
340001,28025,3
241343,56241,4
240057,55407,3
230244,48135,3
230058,49738,4
340010,27534,2
330107,11901,2
310022,8043,4
271308,59218,Not Available
240050,55092,4
310130,7675,3
241339,56136,Not Available
300001,3301,4
250009,38834,2
241329,56479,4
231309,49953,Not Available
230059,49503,4
250123,39503,2
240106,55101,4
281353,68862,3
330331,11803,2
230024,48235,1
270012,59405,4
260094,65615,3
330224,12401,Not Available
260210,63118,2
280130,68130,2
261308,63664,2
281324,68305,4
310021,8629,2
330162,10549,3
271345,59457,3
241330,56352,Not Available
281358,69343,Not Available
260186,65065,3
220135,2540,4
241367,55051,4
230156,48106,3
320030,88210,2
241302,56183,Not Available
291308,89445,3
330163,14094,2
321306,88345,5
260062,64154,4
251323,39117,4
310070,8901,1
260113,63801,4
251303,39577,Not Available
230180,48617,4
250050,39759,3
290012,89015,2
241373,56573,5
330246,11777,3
300014,3867,5
330061,10708,3
330102,14217,4
330276,12078,4
320016,88061,4
260163,63640,4
330126,10940,3
260017,65401,3
260070,63851,1
330185,11777,3
261334,65351,Not Available
230022,49036,3
260077,63128,2
230029,48341,4
251308,38863,4
330208,10701,3
250067,39773,4
330135,12771,4
240018,55066,4
260095,64057,1
231321,49849,4
330005,14210,2
291300,89415,2
331314,14527,3
241328,56621,Not Available
251306,39476,Not Available
230133,49735,4
240100,56601,3
220108,2186,3
231307,49946,3
240002,55805,4
290022,89119,1
231320,49455,3
330250,12901,3
260190,64063,3
310051,7902,4
330196,11235,1
280032,68901,4
260065,65804,4
251325,39428,2
330115,13421,3
330144,14810,3
310064,8401,4
250141,38671,1
280003,68506,4
330094,12534,2
260040,65807,3
320003,87701,3
271342,59263,Not Available
241327,56085,Not Available
330141,11772,2
301300,3576,3
330180,12180,2
241341,56208,Not Available
281356,69140,Not Available
320033,87544,3
271309,59349,Not Available
330259,11570,1
330106,11030,3
330169,10003,2
260027,64132,2
261307,64628,Not Available
220110,2115,4
241309,55072,Not Available
251333,39470,Not Available
281342,68410,3
260059,65536,3
260052,63090,5
241364,55720,4
330205,10990,2
230217,49068,5
331302,12932,3
241378,56073,4
310003,7047,2
340014,27103,2
231326,48879,4
330191,12801,3
260001,64804,3
260047,65102,4
230117,49048,4
271311,59520,Not Available
280081,68122,3
241353,56441,3
230130,48073,3
330090,14905,2
281330,68359,Not Available
310118,7094,2
270004,59101,4
301307,3860,3
231317,48850,4
261324,64701,3
240069,55060,4
251302,39730,Not Available
241380,56470,3
241371,56156,4
261305,63565,Not Available
240101,56501,4
241303,56175,Not Available
300023,3833,4
310115,7840,2
230020,48124,4
281308,68371,Not Available
331305,13753,Not Available
230046,48109,4
300003,3756,4
241337,56762,Not Available
271313,59011,Not Available
301301,3785,4
231305,48658,4
230019,48075,4
260074,65270,4
240141,55371,4
241312,55723,Not Available
330151,14843,4
281306,68959,Not Available
230207,48342,2
260085,64114,4
250038,39046,2
330203,13210,2
231310,48755,4
240075,56401,4
330065,14302,2
240044,55987,4
310086,8084,3
290047,89148,2
281348,69022,Not Available
330033,13815,3
320011,87532,4
230070,48602,2
241308,55616,4
260216,64086,4
330078,14214,2
231315,49047,4
230275,48603,Not Available
320086,88201,3
230037,49242,3
271326,59068,Not Available
280061,69361,2
260104,63044,2
241334,56082,Not Available
241338,55041,Not Available
250078,39404,1
250043,39350,3
260061,64772,4
310061,8046,1
330222,12866,4
340015,28144,2
231313,48441,Not Available
330261,10591,3
231314,48471,3
330188,14092,3
250124,39111,3
310048,8876,3
260097,64093,3
290008,89801,3
310005,8822,4
330175,13045,3
241319,56172,5
281320,68818,3
250048,39216,3
261315,63628,Not Available
241332,56101,3
330265,14432,2
250079,39159,Not Available
240020,55008,4
310047,8244,4
310052,8724,3
310092,8638,2
271316,59230,4
220086,2215,3
340020,27330,2
261312,64424,Not Available
313302,8053,Not Available
310001,7601,3
260034,64730,3
220084,1742,4
260011,65109,4
241305,56431,4
330104,10960,2
230208,48811,4
271344,59270,3
251336,39090,3
310083,7018,1
281339,68434,4
260191,63376,2
331317,13367,4
240014,55057,4
260023,63019,2
330215,13440,2
321301,87801,Not Available
241349,56362,Not Available
240043,56007,5
331310,12428,2
261332,64633,Not Available
231316,48726,4
230053,48202,1
330045,11743,3
310027,7207,1
231300,49635,Not Available
220126,2062,3
230254,48307,4
330086,10550,2
330073,14020,3
260193,64014,4
291304,89419,Not Available
321300,87901,Not Available
271300,59255,Not Available
330219,14215,3
281343,68713,Not Available
221303,1331,3
220111,2301,2
230141,48532,1
330399,10457,1
230072,49423,5
250128,38606,3
281321,68045,Not Available
240210,55109,2
330234,10595,1
320022,88101,2
330111,14141,2
281355,69153,3
271343,59860,4
231311,48427,Not Available
270049,59101,4
230047,48038,3
271329,59729,Not Available
330182,11576,4
310069,8318,4
330044,13503,1
330101,10065,4
320067,88435,Not Available
251324,39667,Not Available
310073,7754,3
260081,63026,3
230167,48910,3
330408,13838,Not Available
330340,11968,2
230144,48198,Not Available
261330,63670,3
310008,7666,5
240004,55415,2
330084,12953,2
271332,59330,Not Available
270051,59901,5
290019,89703,3
251331,38916,3
260005,63301,2
301305,3766,Not Available
271328,59474,Not Available
220095,1440,3
261310,63555,2
261317,65625,Not Available
250058,39440,2
330125,14621,3
291311,89048,4
250007,39530,1
291307,89027,4
330074,14424,2
261302,63645,Not Available
263302,64108,Not Available
290054,89149,1
260004,65233,3
241326,56347,Not Available
220090,1757,3
241363,56267,3
220119,2130,5
251322,39365,3
291301,89451,Not Available
260080,63935,3
300034,3102,5
250017,38851,Not Available
260138,64111,5
243302,55404,Not Available
321304,88415,Not Available
260050,64468,4
251314,38646,Not Available
291313,89406,Not Available
220116,2111,3
251315,39051,3
230216,48060,3
280077,68025,3
260219,63368,3
230151,48336,2
340013,28139,3
241357,56542,Not Available
310028,7860,4
330201,11203,1
261319,63379,3
330023,12601,1
330011,13905,2
331315,13642,Not Available
260200,63367,3
261309,64683,3
271334,59522,Not Available
241374,56164,Not Available
330103,14760,2
320002,87505,3
230236,49519,4
290046,89118,1
321308,87020,3
231324,48827,4
310032,8360,2
310017,7444,2
260179,63017,5
241361,56071,4
250040,39581,1
271341,59201,Not Available
241359,56258,3
340003,27030,4
330332,11714,2
260048,64108,1
320065,88240,2
330401,11787,3
250099,38930,1
291312,89008,Not Available
281362,68949,4
330006,10701,1
330043,11706,2
331307,13690,Not Available
241304,56296,Not Available
250044,38829,4
271319,59749,Not Available
330027,11554,1
260064,65265,4
340004,27261,2
261311,63775,4
241342,56278,3
251305,39654,Not Available
231331,48846,4
330273,10512,3
330394,13903,2
281359,68008,4
281357,69162,3
330127,10461,1
280129,68144,Not Available
330218,13126,3
220098,1432,3
240056,55387,3
261337,63080,3
241370,56345,4
331306,12883,Not Available
251313,39194,3
240053,55426,4
281365,68822,3
231334,49286,4
301304,3257,3
281325,69210,Not Available
310074,7302,1
241321,56240,Not Available
310029,8103,3
240187,55350,4
231312,48884,3
260162,63141,5
330239,14701,1
340016,28779,3
240088,56201,4
230104,48201,2
290049,89521,2
310024,7065,2
340017,28791,5
330226,14626,4
260057,64429,2
240207,55337,4
330030,14513,2
261333,63353,4
250096,39042,3
231318,49935,4
330214,10016,5
310040,7030,2
290007,89102,1
290039,89128,2
250085,39429,3
220100,2190,2
271315,59526,Not Available
300018,3820,4
271310,59337,Not Available
230241,48054,4
260119,63901,1
330233,11212,1
220101,2462,5
241366,55355,Not Available
220163,1655,1
310039,8861,2
310112,7733,3
271324,59425,Not Available
320084,88130,3
230075,49017,4
230195,48093,1
241322,56649,Not Available
260180,63136,2
291303,89820,Not Available
320074,87114,4
331313,14865,Not Available
230015,49093,3
300011,3060,5
280040,68114,2
240115,55433,4
330211,13669,3
260105,63110,1
320004,88310,3
301303,3584,4
271337,59427,Not Available
230085,49090,4
220175,1701,3
281313,69138,Not Available
310081,8096,2
241356,56359,3
231337,49829,4
320017,87109,4
230089,48230,5
320021,87106,2
260102,64139,3
330108,14902,4
271318,59725,4
250162,39521,4
310076,7039,3
231306,49781,4
281304,68370,3
251304,38921,Not Available
310119,7101,1
241344,56751,Not Available
240214,55369,4
271307,59422,Not Available
250042,38614,2
230040,49058,2
260015,63857,3
250081,39301,Not Available
250002,38852,4
231301,49646,Not Available
330140,13203,3
240104,55379,3
250072,39204,2
271312,59538,Not Available
241362,55362,4
321310,87571,5
260068,65201,5
250117,39466,3
271305,59215,Not Available
230017,49007,5
241350,55767,Not Available
250093,38732,3
330056,11201,1
251335,39328,Not Available
261320,64067,3
250019,39502,3
240071,55021,4
330202,11203,1
230165,48236,2
281350,68450,Not Available
240001,55422,3
290009,89503,4
330167,11501,2
330166,14787,Not Available
330057,12208,3
310015,7962,5
230005,49221,4
230080,48858,3
330197,13676,3
321307,87740,3
330160,10305,1
230081,49601,5
271322,59254,Not Available
231338,49412,4
241365,56215,Not Available
330241,13210,1
250168,38901,2
330028,10304,1
330184,10802,2
241315,56143,Not Available
250167,38654,4
310050,7834,2
281322,68788,4
280105,68046,4
241345,56093,Not Available
230035,48838,5
330194,11219,2
261321,64601,4
330204,10016,1
240006,55904,4
291309,89005,2
230038,49503,4
301308,3743,4
330119,10021,2
250020,39744,2
271306,59645,Not Available
330240,10037,1
281329,68763,3
261301,64724,Not Available
310041,8755,2
230036,49707,4
290005,89030,2
250034,38655,4
271323,59859,Not Available
230099,48162,2
251329,39451,Not Available
260137,64804,2
291302,89301,Not Available
230259,48118,5
230055,49801,4
260227,63901,3
271325,59864,3
241317,55604,Not Available
241346,55009,3
250095,38751,3
310045,7631,3
250004,38801,2
261325,64759,4
280111,68601,4
240052,56537,4
240030,56308,5
320089,87144,3
281333,68714,Not Available
261314,65041,Not Available
331316,13346,4
331312,13856,3
241313,56510,Not Available
281345,68787,3
330235,13021,1
241311,55307,Not Available
250036,39452,4
310060,8865,5
271317,59047,3
231333,49938,4
241325,56265,2
330079,12983,4
281323,68661,Not Available
290003,89109,1
300017,3038,3
330199,10029,1
250104,39301,2
240066,55082,5
281328,68826,4
330221,11237,1
283301,68114,Not Available
251317,39114,2
251312,38967,Not Available
301302,3561,3
320005,87401,3
310025,7002,1
251334,39735,Not Available
251330,39653,Not Available
250102,39202,3
320085,88011,2
310006,7055,2
310075,7740,4
230118,48413,4
260209,65251,3
241314,56232,Not Available
310057,8060,2
310019,7503,1
271314,59722,Not Available
271301,59313,Not Available
271346,59072,Not Available
230093,49307,4
280060,68124,4
230066,49442,4
233300,48201,Not Available
230021,49085,4
230096,49091,3
330245,13501,1
321302,88401,Not Available
230142,48184,2
330059,10467,1
230095,48661,3
301309,3458,4
223302,2115,Not Available
320006,88201,2
250094,39402,3
281310,69154,Not Available
240078,55435,5
320001,87106,1
251326,39474,Not Available
330014,11418,1
330236,11215,1
330270,10021,5
241318,55731,Not Available
331304,12455,Not Available
260160,63841,2
230002,48154,3
220105,1890,5
310014,8103,2
250077,39367,3
320061,87301,2
241376,56334,4
241355,55336,4
260024,65483,3
300029,3801,3
340002,28801,5
231330,48453,4
261327,64085,3
260009,65302,3
261323,64744,3
221302,1230,5
261331,64850,Not Available
360035,43222,3
330088,11944,4
230230,48912,3
241368,56378,Not Available
231325,48624,4
271333,59644,Not Available
381322,97444,2
410001,2860,3
430015,57501,4
381312,97423,3
351316,58367,Not Available
360079,45429,3
450085,76450,3
371320,74020,Not Available
420055,29574,2
371329,73737,Not Available
450119,78539,3
390097,19046,4
410007,2903,2
390147,15063,4
371300,74525,Not Available
370156,73075,4
430077,57701,4
390084,17801,3
360153,43906,Not Available
360234,45211,5
371302,73772,Not Available
341307,28425,Not Available
390072,18603,2
361332,45133,3
370180,74820,4
360210,43015,4
440137,37160,2
380018,97504,5
360211,43952,4
440148,37166,3
440018,37643,3
370172,74571,4
371326,73446,3
440063,37604,2
370022,73523,3
421301,29620,4
370114,74104,1
360074,43560,3
380082,97222,3
420051,29506,3
371328,73086,5
381308,97338,Not Available
370149,74804,3
380102,97477,2
390100,17604,5
450054,76508,3
340131,28560,5
410005,2904,2
